Date,Mkt-RF,SMB,HML,RMW,CMA,RF
2013-02-04 00:00:00+00:00,-1.19,-0.11,-0.17,0.0,-0.01,0.0
2013-02-05 00:00:00+00:00,1.07,-0.05,0.15,0.0,-0.09,0.0
2013-02-06 00:00:00+00:00,0.15,0.29,0.14,-0.15,0.02,0.0
2013-02-07 00:00:00+00:00,-0.15,-0.07,0.02,0.19,-0.02,0.0
2013-02-08 00:00:00+00:00,0.58,0.03,-0.18,0.09,-0.45,0.0
2013-02-11 00:00:00+00:00,-0.08,-0.02,0.38,-0.18,0.3,0.0
2013-02-12 00:00:00+00:00,0.16,0.27,0.73,-0.56,0.46,0.0
2013-02-13 00:00:00+00:00,0.14,0.07,0.02,0.0,-0.02,0.0
2013-02-14 00:00:00+00:00,0.11,0.27,0.12,-0.36,-0.18,0.0
2013-02-15 00:00:00+00:00,-0.11,0.01,-0.1,-0.03,0.15,0.0
2013-02-19 00:00:00+00:00,0.74,0.26,0.16,-0.08,0.37,0.0
2013-02-20 00:00:00+00:00,-1.36,-0.6,-0.61,0.3,0.11,0.0
2013-02-21 00:00:00+00:00,-0.66,-0.29,-0.03,0.04,0.26,0.0
2013-02-22 00:00:00+00:00,0.94,0.21,-0.04,-0.16,-0.1,0.0
2013-02-25 00:00:00+00:00,-1.82,-0.24,-0.73,0.62,-0.37,0.0
2013-02-26 00:00:00+00:00,0.58,-0.16,0.04,0.03,0.25,0.0
2013-02-27 00:00:00+00:00,1.29,-0.32,0.15,-0.18,0.01,0.0
2013-02-28 00:00:00+00:00,-0.05,0.12,-0.14,0.04,0.0,0.0
2013-03-01 00:00:00+00:00,0.22,0.12,-0.32,-0.09,-0.01,0.0
2013-03-04 00:00:00+00:00,0.47,-0.36,0.12,-0.37,0.46,0.0
2013-03-05 00:00:00+00:00,1.01,0.16,-0.17,0.01,-0.01,0.0
2013-03-06 00:00:00+00:00,0.18,0.13,0.47,-0.23,0.15,0.0
2013-03-07 00:00:00+00:00,0.27,0.22,0.44,-0.23,0.03,0.0
2013-03-08 00:00:00+00:00,0.52,0.38,-0.17,0.0,-0.01,0.0
2013-03-11 00:00:00+00:00,0.3,-0.28,0.27,0.0,0.03,0.0
2013-03-12 00:00:00+00:00,-0.22,0.02,-0.18,0.26,0.07,0.0
2013-03-13 00:00:00+00:00,0.2,0.23,0.13,0.09,0.26,0.0
2013-03-14 00:00:00+00:00,0.58,0.41,0.4,-0.06,-0.03,0.0
2013-03-15 00:00:00+00:00,-0.19,0.12,0.39,0.2,0.02,0.0
2013-03-18 00:00:00+00:00,-0.5,0.12,-0.29,0.36,0.01,0.0
2013-03-19 00:00:00+00:00,-0.24,-0.02,0.02,0.14,0.37,0.0
2013-03-20 00:00:00+00:00,0.76,0.21,-0.01,-0.24,0.24,0.0
2013-03-21 00:00:00+00:00,-0.85,0.15,-0.27,0.01,0.08,0.0
2013-03-22 00:00:00+00:00,0.62,-0.49,-0.25,0.16,-0.1,0.0
2013-03-25 00:00:00+00:00,-0.29,0.31,0.02,0.08,-0.03,0.0
2013-03-26 00:00:00+00:00,0.76,-0.4,-0.22,0.1,-0.11,0.0
2013-03-27 00:00:00+00:00,-0.02,0.09,-0.28,0.11,-0.12,0.0
2013-03-28 00:00:00+00:00,0.39,-0.31,-0.28,-0.16,0.05,0.0
2013-04-01 00:00:00+00:00,-0.57,-0.89,0.02,0.13,0.22,0.0
2013-04-02 00:00:00+00:00,0.33,-0.88,-0.27,-0.09,0.04,0.0
2013-04-03 00:00:00+00:00,-1.16,-0.38,-0.11,0.54,-0.16,0.0
2013-04-04 00:00:00+00:00,0.42,0.24,0.26,-0.08,0.26,0.0
2013-04-05 00:00:00+00:00,-0.41,0.08,0.31,-0.1,0.26,0.0
2013-04-08 00:00:00+00:00,0.7,0.1,0.25,-0.36,0.15,0.0
2013-04-09 00:00:00+00:00,0.31,-0.42,0.17,0.0,-0.36,0.0
2013-04-10 00:00:00+00:00,1.28,0.61,-0.05,-0.09,-0.03,0.0
2013-04-11 00:00:00+00:00,0.35,-0.2,-0.18,0.16,0.43,0.0
2013-04-12 00:00:00+00:00,-0.28,-0.15,-0.44,0.0,0.02,0.0
2013-04-15 00:00:00+00:00,-2.48,-1.46,-0.27,0.07,-0.03,0.0
2013-04-16 00:00:00+00:00,1.47,0.16,0.08,-0.33,-0.08,0.0
2013-04-17 00:00:00+00:00,-1.46,-0.32,-0.52,0.12,0.25,0.0
2013-04-18 00:00:00+00:00,-0.71,0.2,-0.03,0.49,0.11,0.0
2013-04-19 00:00:00+00:00,0.97,0.08,0.1,-0.33,0.19,0.0
2013-04-22 00:00:00+00:00,0.45,-0.19,-0.13,0.22,-0.29,0.0
2013-04-23 00:00:00+00:00,1.11,0.54,0.62,-0.52,0.27,0.0
2013-04-24 00:00:00+00:00,0.06,0.49,1.15,-0.07,-0.2,0.0
2013-04-25 00:00:00+00:00,0.49,0.19,-0.1,-0.06,-0.12,0.0
2013-04-26 00:00:00+00:00,-0.2,-0.37,-0.24,0.08,0.13,0.0
2013-04-29 00:00:00+00:00,0.67,0.07,-0.1,0.23,-0.36,0.0
2013-04-30 00:00:00+00:00,0.29,0.36,-0.01,0.21,-0.3,0.0
2013-05-01 00:00:00+00:00,-1.08,-1.45,-0.17,-0.03,-0.07,0.0
2013-05-02 00:00:00+00:00,1.04,0.55,0.1,-0.49,-0.25,0.0
2013-05-03 00:00:00+00:00,1.12,0.6,0.18,-0.22,-0.28,0.0
2013-05-06 00:00:00+00:00,0.23,0.27,0.84,-0.53,0.11,0.0
2013-05-07 00:00:00+00:00,0.54,0.17,0.13,0.23,0.28,0.0
2013-05-08 00:00:00+00:00,0.44,-0.21,0.16,-0.06,-0.17,0.0
2013-05-09 00:00:00+00:00,-0.31,0.05,-0.26,0.02,-0.19,0.0
2013-05-10 00:00:00+00:00,0.54,0.41,-0.17,-0.3,-0.03,0.0
2013-05-13 00:00:00+00:00,-0.02,-0.23,-0.03,-0.4,0.1,0.0
2013-05-14 00:00:00+00:00,1.1,0.19,0.28,-0.22,0.12,0.0
2013-05-15 00:00:00+00:00,0.51,-0.11,0.19,-0.03,0.36,0.0
2013-05-16 00:00:00+00:00,-0.5,0.17,-0.24,0.1,-0.38,0.0
2013-05-17 00:00:00+00:00,1.04,0.08,0.31,0.09,-0.15,0.0
2013-05-20 00:00:00+00:00,-0.06,0.41,0.48,0.23,-0.21,0.0
2013-05-21 00:00:00+00:00,0.16,-0.07,-0.06,0.2,0.22,0.0
2013-05-22 00:00:00+00:00,-0.92,-0.69,-0.14,0.27,0.33,0.0
2013-05-23 00:00:00+00:00,-0.19,0.48,-0.1,-0.03,0.08,0.0
2013-05-24 00:00:00+00:00,-0.06,0.16,0.08,-0.06,0.01,0.0
2013-05-28 00:00:00+00:00,0.77,0.67,0.24,-0.19,-0.16,0.0
2013-05-29 00:00:00+00:00,-0.7,-0.26,0.59,-0.32,-0.31,0.0
2013-05-30 00:00:00+00:00,0.5,0.36,0.49,-0.54,-0.04,0.0
2013-05-31 00:00:00+00:00,-1.31,0.49,-0.27,0.2,-0.14,0.0
2013-06-03 00:00:00+00:00,0.48,0.17,0.07,0.24,-0.07,0.0
2013-06-04 00:00:00+00:00,-0.55,-0.27,-0.14,0.34,-0.06,0.0
2013-06-05 00:00:00+00:00,-1.38,0.05,-0.24,0.15,-0.15,0.0
2013-06-06 00:00:00+00:00,0.89,0.18,0.21,-0.53,0.35,0.0
2013-06-07 00:00:00+00:00,1.3,-0.43,0.07,-0.29,-0.05,0.0
2013-06-10 00:00:00+00:00,0.07,0.66,0.2,-0.23,-0.14,0.0
2013-06-11 00:00:00+00:00,-1.04,-0.01,-0.57,0.45,0.01,0.0
2013-06-12 00:00:00+00:00,-0.82,0.06,-0.04,0.25,0.18,0.0
2013-06-13 00:00:00+00:00,1.47,0.14,0.34,-0.2,0.3,0.0
2013-06-14 00:00:00+00:00,-0.59,-0.27,-0.57,0.21,-0.04,0.0
2013-06-17 00:00:00+00:00,0.74,-0.06,0.11,-0.24,-0.32,0.0
2013-06-18 00:00:00+00:00,0.8,0.36,-0.08,-0.01,0.02,0.0
2013-06-19 00:00:00+00:00,-1.28,0.21,0.15,-0.08,-0.3,0.0
2013-06-20 00:00:00+00:00,-2.45,0.06,0.41,0.05,-0.15,0.0
2013-06-21 00:00:00+00:00,0.13,0.23,-0.06,-0.15,0.14,0.0
2013-06-24 00:00:00+00:00,-1.19,0.03,-0.66,0.26,-0.12,0.0
2013-06-25 00:00:00+00:00,0.96,0.05,0.81,-0.36,0.31,0.0
2013-06-26 00:00:00+00:00,0.92,-0.71,-0.15,0.03,0.19,0.0
2013-06-27 00:00:00+00:00,0.77,0.83,0.37,-0.46,0.31,0.0
2013-06-28 00:00:00+00:00,-0.33,0.29,-0.13,0.15,-0.29,0.0
2013-07-01 00:00:00+00:00,0.71,0.7,-0.13,-0.34,0.01,0.0
2013-07-02 00:00:00+00:00,-0.1,0.02,0.05,0.1,-0.08,0.0
2013-07-03 00:00:00+00:00,0.11,0.16,-0.22,0.13,-0.08,0.0
2013-07-05 00:00:00+00:00,1.11,0.4,0.46,-0.34,0.16,0.0
2013-07-08 00:00:00+00:00,0.53,-0.14,0.05,0.19,0.1,0.0
2013-07-09 00:00:00+00:00,0.74,0.05,0.31,-0.01,0.02,0.0
2013-07-10 00:00:00+00:00,0.06,0.3,-0.38,-0.08,-0.11,0.0
2013-07-11 00:00:00+00:00,1.32,-0.17,-0.67,-0.13,-0.14,0.0
2013-07-12 00:00:00+00:00,0.33,-0.04,0.21,-0.67,0.04,0.0
2013-07-15 00:00:00+00:00,0.2,0.54,0.34,-0.01,0.08,0.0
2013-07-16 00:00:00+00:00,-0.41,0.03,0.09,0.11,0.25,0.0
2013-07-17 00:00:00+00:00,0.3,-0.03,0.19,-0.43,0.02,0.0
2013-07-18 00:00:00+00:00,0.54,0.14,0.96,-0.17,0.19,0.0
2013-07-19 00:00:00+00:00,0.09,-0.12,0.27,-0.33,0.47,0.0
2013-07-22 00:00:00+00:00,0.22,0.12,0.34,-0.08,0.08,0.0
2013-07-23 00:00:00+00:00,-0.15,0.13,0.3,-0.05,0.25,0.0
2013-07-24 00:00:00+00:00,-0.39,-0.28,-0.28,0.67,-0.1,0.0
2013-07-25 00:00:00+00:00,0.42,0.5,-0.4,-0.47,-0.21,0.0
2013-07-26 00:00:00+00:00,0.02,-0.63,-0.28,0.14,-0.18,0.0
2013-07-29 00:00:00+00:00,-0.37,-0.32,-0.31,0.33,-0.13,0.0
2013-07-30 00:00:00+00:00,0.12,0.17,-0.5,0.14,-0.05,0.0
2013-07-31 00:00:00+00:00,0.09,0.18,0.14,-0.03,-0.08,0.0
2013-08-01 00:00:00+00:00,1.4,0.08,0.09,-0.18,-0.13,0.0
2013-08-02 00:00:00+00:00,0.2,-0.24,-0.32,-0.02,-0.06,0.0
2013-08-05 00:00:00+00:00,-0.07,0.47,-0.15,-0.05,-0.05,0.0
2013-08-06 00:00:00+00:00,-0.68,-0.36,-0.09,0.32,-0.06,0.0
2013-08-07 00:00:00+00:00,-0.42,-0.38,-0.01,0.32,0.1,0.0
2013-08-08 00:00:00+00:00,0.47,-0.01,0.04,-0.01,0.12,0.0
2013-08-09 00:00:00+00:00,-0.29,0.12,-0.19,0.14,-0.16,0.0
2013-08-12 00:00:00+00:00,-0.02,0.56,-0.22,0.15,-0.08,0.0
2013-08-13 00:00:00+00:00,0.2,-0.29,-0.05,0.04,-0.1,0.0
2013-08-14 00:00:00+00:00,-0.5,0.14,0.28,-0.03,0.06,0.0
2013-08-15 00:00:00+00:00,-1.47,-0.37,0.28,-0.05,0.02,0.0
2013-08-16 00:00:00+00:00,-0.26,0.04,0.13,-0.15,-0.13,0.0
2013-08-19 00:00:00+00:00,-0.62,-0.26,-0.75,0.59,-0.33,0.0
2013-08-20 00:00:00+00:00,0.53,0.87,0.09,-0.32,0.09,0.0
2013-08-21 00:00:00+00:00,-0.59,-0.07,-0.42,-0.09,-0.3,0.0
2013-08-22 00:00:00+00:00,0.93,0.5,0.07,-0.3,-0.2,0.0
2013-08-23 00:00:00+00:00,0.38,-0.27,-0.16,0.11,-0.24,0.0
2013-08-26 00:00:00+00:00,-0.29,0.48,-0.48,-0.12,-0.26,0.0
2013-08-27 00:00:00+00:00,-1.75,-0.74,-0.34,0.64,0.04,0.0
2013-08-28 00:00:00+00:00,0.3,0.11,0.08,0.0,-0.09,0.0
2013-08-29 00:00:00+00:00,0.34,0.75,-0.44,-0.35,-0.25,0.0
2013-08-30 00:00:00+00:00,-0.47,-1.15,-0.19,0.01,-0.09,0.0
2013-09-03 00:00:00+00:00,0.46,0.05,0.15,-0.48,-0.23,0.0
2013-09-04 00:00:00+00:00,0.83,0.0,-0.18,-0.11,0.07,0.0
2013-09-05 00:00:00+00:00,0.19,0.19,0.4,-0.18,-0.06,0.0
2013-09-06 00:00:00+00:00,0.0,-0.01,0.02,-0.17,-0.09,0.0
2013-09-09 00:00:00+00:00,1.09,0.42,-0.22,-0.18,-0.13,0.0
2013-09-10 00:00:00+00:00,0.8,0.06,0.2,-0.13,0.05,0.0
2013-09-11 00:00:00+00:00,0.28,-0.25,0.03,0.19,0.11,0.0
2013-09-12 00:00:00+00:00,-0.32,-0.28,-0.36,0.15,-0.16,0.0
2013-09-13 00:00:00+00:00,0.29,0.27,-0.05,0.16,0.25,0.0
2013-09-16 00:00:00+00:00,0.49,-0.39,0.4,-0.02,0.36,0.0
2013-09-17 00:00:00+00:00,0.54,0.41,-0.13,-0.33,-0.18,0.0
2013-09-18 00:00:00+00:00,1.1,-0.23,-0.47,0.01,-0.22,0.0
2013-09-19 00:00:00+00:00,-0.13,0.1,-0.63,0.1,-0.28,0.0
2013-09-20 00:00:00+00:00,-0.63,0.51,0.19,-0.11,-0.16,0.0
2013-09-23 00:00:00+00:00,-0.45,0.43,-0.41,0.66,-0.21,0.0
2013-09-24 00:00:00+00:00,-0.13,0.5,0.02,-0.1,-0.01,0.0
2013-09-25 00:00:00+00:00,-0.23,0.09,0.58,-0.4,0.03,0.0
2013-09-26 00:00:00+00:00,0.42,0.13,-0.73,0.17,-0.29,0.0
2013-09-27 00:00:00+00:00,-0.39,-0.01,-0.01,0.05,-0.11,0.0
2013-09-30 00:00:00+00:00,-0.49,0.53,0.01,0.13,0.0,0.0
2013-10-01 00:00:00+00:00,0.9,0.38,-0.1,-0.11,-0.22,0.0
2013-10-02 00:00:00+00:00,-0.1,-0.34,-0.06,-0.09,-0.08,0.0
2013-10-03 00:00:00+00:00,-0.88,-0.17,0.19,0.04,0.23,0.0
2013-10-04 00:00:00+00:00,0.74,0.0,0.11,-0.27,-0.13,0.0
2013-10-07 00:00:00+00:00,-0.95,-0.3,0.0,0.1,0.17,0.0
2013-10-08 00:00:00+00:00,-1.35,-0.41,0.8,0.59,0.53,0.0
2013-10-09 00:00:00+00:00,-0.05,-0.34,0.62,0.46,0.33,0.0
2013-10-10 00:00:00+00:00,2.23,0.19,-0.04,-0.33,-0.27,0.0
2013-10-11 00:00:00+00:00,0.71,0.77,0.0,0.12,-0.13,0.0
2013-10-14 00:00:00+00:00,0.44,0.2,-0.1,0.07,-0.12,0.0
2013-10-15 00:00:00+00:00,-0.73,-0.19,0.03,0.29,-0.13,0.0
2013-10-16 00:00:00+00:00,1.37,-0.31,0.17,-0.59,-0.03,0.0
2013-10-17 00:00:00+00:00,0.7,0.11,-0.06,-0.15,0.04,0.0
2013-10-18 00:00:00+00:00,0.72,0.26,0.12,-0.06,-0.43,0.0
2013-10-21 00:00:00+00:00,-0.02,-0.13,0.01,0.27,0.03,0.0
2013-10-22 00:00:00+00:00,0.5,-0.27,0.04,0.23,0.33,0.0
2013-10-23 00:00:00+00:00,-0.51,0.17,-0.33,0.62,0.2,0.0
2013-10-24 00:00:00+00:00,0.42,0.36,-0.31,-0.01,-0.21,0.0
2013-10-25 00:00:00+00:00,0.33,-0.31,0.08,0.15,0.03,0.0
2013-10-28 00:00:00+00:00,0.09,-0.07,0.06,0.35,0.19,0.0
2013-10-29 00:00:00+00:00,0.54,-0.14,-0.05,0.09,0.24,0.0
2013-10-30 00:00:00+00:00,-0.61,-0.74,0.5,0.54,0.04,0.0
2013-10-31 00:00:00+00:00,-0.34,-0.11,-0.45,0.33,0.17,0.0
2013-11-01 00:00:00+00:00,0.2,-0.63,0.22,0.24,0.29,0.0
2013-11-04 00:00:00+00:00,0.47,0.74,-0.06,0.12,-0.06,0.0
2013-11-05 00:00:00+00:00,-0.23,-0.02,-0.25,0.21,-0.07,0.0
2013-11-06 00:00:00+00:00,0.27,-0.81,0.34,0.26,0.19,0.0
2013-11-07 00:00:00+00:00,-1.46,-0.31,0.16,0.12,0.3,0.0
2013-11-08 00:00:00+00:00,1.45,0.58,0.45,-0.49,-0.06,0.0
2013-11-11 00:00:00+00:00,0.12,0.04,-0.13,0.0,-0.02,0.0
2013-11-12 00:00:00+00:00,-0.19,0.36,-0.69,0.52,0.12,0.0
2013-11-13 00:00:00+00:00,0.9,0.08,-0.11,-0.36,-0.25,0.0
2013-11-14 00:00:00+00:00,0.43,-0.58,0.31,-0.1,0.01,0.0
2013-11-15 00:00:00+00:00,0.43,0.07,-0.29,0.04,-0.03,0.0
2013-11-18 00:00:00+00:00,-0.5,-0.39,0.46,0.39,0.28,0.0
2013-11-19 00:00:00+00:00,-0.27,-0.28,0.26,0.03,0.0,0.0
2013-11-20 00:00:00+00:00,-0.33,0.27,0.03,0.02,-0.02,0.0
2013-11-21 00:00:00+00:00,0.97,0.8,-0.03,-0.45,-0.29,0.0
2013-11-22 00:00:00+00:00,0.5,-0.07,0.07,-0.06,-0.02,0.0
2013-11-25 00:00:00+00:00,-0.11,0.16,0.13,0.02,0.21,0.0
2013-11-26 00:00:00+00:00,0.18,0.8,-0.41,-0.36,-0.41,0.0
2013-11-27 00:00:00+00:00,0.3,0.33,-0.04,0.07,0.05,0.0
2013-11-29 00:00:00+00:00,-0.02,0.26,-0.16,-0.01,-0.16,0.0
2013-12-02 00:00:00+00:00,-0.31,-0.92,0.15,0.04,0.03,0.0
2013-12-03 00:00:00+00:00,-0.34,-0.11,-0.09,0.14,-0.02,0.0
2013-12-04 00:00:00+00:00,-0.07,-0.22,0.29,-0.37,-0.14,0.0
2013-12-05 00:00:00+00:00,-0.35,0.61,-0.65,0.05,-0.44,0.0
2013-12-06 00:00:00+00:00,1.02,-0.29,0.18,-0.01,0.45,0.0
2013-12-09 00:00:00+00:00,0.17,-0.41,0.01,-0.03,0.06,0.0
2013-12-10 00:00:00+00:00,-0.34,-0.54,0.23,-0.04,-0.03,0.0
2013-12-11 00:00:00+00:00,-1.17,-0.32,0.06,0.55,0.09,0.0
2013-12-12 00:00:00+00:00,-0.23,0.4,0.23,-0.29,-0.09,0.0
2013-12-13 00:00:00+00:00,0.1,0.23,0.01,-0.26,0.19,0.0
2013-12-16 00:00:00+00:00,0.67,0.59,-0.13,0.18,-0.02,0.0
2013-12-17 00:00:00+00:00,-0.26,0.2,-0.07,-0.15,-0.08,0.0
2013-12-18 00:00:00+00:00,1.55,-0.42,0.05,-0.06,0.27,0.0
2013-12-19 00:00:00+00:00,-0.1,-0.51,0.23,-0.07,0.13,0.0
2013-12-20 00:00:00+00:00,0.69,1.25,-0.31,-0.23,-0.37,0.0
2013-12-23 00:00:00+00:00,0.62,0.49,-0.01,-0.21,-0.17,0.0
2013-12-24 00:00:00+00:00,0.34,0.1,0.09,-0.04,0.16,0.0
2013-12-26 00:00:00+00:00,0.44,-0.34,-0.31,0.21,0.06,0.0
2013-12-27 00:00:00+00:00,-0.05,-0.03,0.24,0.08,0.23,0.0
2013-12-30 00:00:00+00:00,0.0,0.02,-0.3,0.11,0.06,0.0
2013-12-31 00:00:00+00:00,0.44,-0.17,0.08,-0.04,-0.2,0.0
2014-01-02 00:00:00+00:00,-0.88,-0.24,0.17,-0.31,0.12,0.0
2014-01-03 00:00:00+00:00,0.03,0.4,0.04,-0.36,0.15,0.0
2014-01-06 00:00:00+00:00,-0.34,-0.54,0.3,-0.32,0.08,0.0
2014-01-07 00:00:00+00:00,0.68,0.32,-0.38,-0.08,-0.28,0.0
2014-01-08 00:00:00+00:00,0.04,0.0,-0.11,-0.47,-0.02,0.0
2014-01-09 00:00:00+00:00,0.02,0.17,-0.44,-0.54,-0.41,0.0
2014-01-10 00:00:00+00:00,0.27,0.45,-0.81,-0.3,-0.31,0.0
2014-01-13 00:00:00+00:00,-1.32,-0.1,0.1,-0.1,0.46,0.0
2014-01-14 00:00:00+00:00,1.15,0.11,-0.31,-0.07,-0.34,0.0
2014-01-15 00:00:00+00:00,0.53,0.21,0.2,-0.4,0.0,0.0
2014-01-16 00:00:00+00:00,-0.07,0.25,-0.71,0.01,-0.27,0.0
2014-01-17 00:00:00+00:00,-0.39,0.02,0.03,-0.19,0.02,0.0
2014-01-21 00:00:00+00:00,0.3,0.44,-0.01,-0.23,-0.33,0.0
2014-01-22 00:00:00+00:00,0.15,0.3,0.22,-0.15,-0.18,0.0
2014-01-23 00:00:00+00:00,-0.86,0.09,-0.53,0.18,-0.08,0.0
2014-01-24 00:00:00+00:00,-2.19,-0.39,0.19,0.21,0.03,0.0
2014-01-27 00:00:00+00:00,-0.65,-0.79,0.39,0.44,0.39,0.0
2014-01-28 00:00:00+00:00,0.73,0.16,0.04,-0.83,0.16,0.0
2014-01-29 00:00:00+00:00,-1.07,-0.34,0.23,0.15,0.16,0.0
2014-01-30 00:00:00+00:00,1.22,0.22,-0.38,-0.87,-0.5,0.0
2014-01-31 00:00:00+00:00,-0.66,-0.09,-0.34,0.2,-0.19,0.0
2014-02-03 00:00:00+00:00,-2.49,-0.85,0.28,0.2,0.05,0.0
2014-02-04 00:00:00+00:00,0.77,-0.06,-0.05,-0.14,0.21,0.0
2014-02-05 00:00:00+00:00,-0.23,-0.58,0.2,0.13,0.2,0.0
2014-02-06 00:00:00+00:00,1.21,-0.42,0.27,0.07,-0.07,0.0
2014-02-07 00:00:00+00:00,1.33,-0.24,-0.64,-0.44,-0.46,0.0
2014-02-10 00:00:00+00:00,0.16,0.07,-0.47,-0.3,-0.17,0.0
2014-02-11 00:00:00+00:00,1.09,-0.17,0.25,0.01,0.11,0.0
2014-02-12 00:00:00+00:00,0.11,0.26,-0.06,0.18,0.0,0.0
2014-02-13 00:00:00+00:00,0.72,0.66,-0.07,-0.19,-0.33,0.0
2014-02-14 00:00:00+00:00,0.42,-0.33,0.37,0.37,0.35,0.0
2014-02-18 00:00:00+00:00,0.27,0.95,-0.24,-0.31,-0.27,0.0
2014-02-19 00:00:00+00:00,-0.74,-0.32,-0.44,0.32,0.07,0.0
2014-02-20 00:00:00+00:00,0.7,0.52,-0.21,-0.01,-0.19,0.0
2014-02-21 00:00:00+00:00,-0.09,0.37,-0.03,0.0,-0.06,0.0
2014-02-24 00:00:00+00:00,0.65,0.2,0.33,-0.16,0.01,0.0
2014-02-25 00:00:00+00:00,-0.1,0.07,-0.59,-0.1,0.03,0.0
2014-02-26 00:00:00+00:00,0.12,0.66,-0.09,-0.02,0.01,0.0
2014-02-27 00:00:00+00:00,0.54,0.09,0.01,-0.24,-0.04,0.0
2014-02-28 00:00:00+00:00,0.15,-0.65,0.84,0.43,0.1,0.0
2014-03-03 00:00:00+00:00,-0.7,0.09,0.14,0.04,0.11,0.0
2014-03-04 00:00:00+00:00,1.67,1.06,-0.13,-0.45,-0.14,0.0
2014-03-05 00:00:00+00:00,0.01,-0.21,0.29,-0.57,-0.11,0.0
2014-03-06 00:00:00+00:00,0.16,-0.24,0.77,0.32,0.35,0.0
2014-03-07 00:00:00+00:00,0.04,-0.01,0.52,0.17,0.32,0.0
2014-03-10 00:00:00+00:00,-0.09,-0.08,0.09,0.01,-0.12,0.0
2014-03-11 00:00:00+00:00,-0.62,-0.54,-0.19,0.45,-0.03,0.0
2014-03-12 00:00:00+00:00,0.13,0.29,-0.17,-0.09,-0.41,0.0
2014-03-13 00:00:00+00:00,-1.21,-0.06,0.21,0.17,0.06,0.0
2014-03-14 00:00:00+00:00,-0.16,0.68,-0.08,0.19,0.02,0.0
2014-03-17 00:00:00+00:00,0.9,-0.35,0.02,0.15,0.04,0.0
2014-03-18 00:00:00+00:00,0.82,0.69,-0.39,-0.31,-0.25,0.0
2014-03-19 00:00:00+00:00,-0.59,-0.13,0.62,-0.36,0.02,0.0
2014-03-20 00:00:00+00:00,0.52,-0.37,1.0,-0.14,0.31,0.0
2014-03-21 00:00:00+00:00,-0.37,-0.17,0.86,0.5,0.4,0.0
2014-03-24 00:00:00+00:00,-0.64,-0.77,0.91,0.65,0.37,0.0
2014-03-25 00:00:00+00:00,0.3,-0.34,0.14,0.27,0.16,0.0
2014-03-26 00:00:00+00:00,-0.89,-1.11,0.25,0.68,0.45,0.0
2014-03-27 00:00:00+00:00,-0.19,-0.12,-0.34,0.11,0.01,0.0
2014-03-28 00:00:00+00:00,0.41,-0.36,0.55,0.57,0.31,0.0
2014-03-31 00:00:00+00:00,0.97,0.98,-0.17,-0.22,0.05,0.0
2014-04-01 00:00:00+00:00,0.87,0.65,-0.37,-0.18,-0.28,0.0
2014-04-02 00:00:00+00:00,0.29,0.04,0.14,0.08,0.05,0.0
2014-04-03 00:00:00+00:00,-0.31,-0.78,0.8,0.55,0.39,0.0
2014-04-04 00:00:00+00:00,-1.47,-1.01,0.7,0.61,0.44,0.0
2014-04-07 00:00:00+00:00,-1.26,-0.35,-0.07,0.2,0.06,0.0
2014-04-08 00:00:00+00:00,0.5,0.28,-0.21,0.03,-0.12,0.0
2014-04-09 00:00:00+00:00,1.21,0.22,-0.86,-0.45,-0.48,0.0
2014-04-10 00:00:00+00:00,-2.24,-0.61,0.78,0.83,0.71,0.0
2014-04-11 00:00:00+00:00,-1.07,-0.39,0.24,0.42,0.03,0.0
2014-04-14 00:00:00+00:00,0.7,-0.48,0.21,0.33,-0.16,0.0
2014-04-15 00:00:00+00:00,0.59,-0.34,0.2,-0.02,-0.14,0.0
2014-04-16 00:00:00+00:00,1.13,0.01,-0.37,-0.04,-0.06,0.0
2014-04-17 00:00:00+00:00,0.23,0.3,0.22,-0.18,0.1,0.0
2014-04-21 00:00:00+00:00,0.36,0.18,-0.43,0.03,-0.09,0.0
2014-04-22 00:00:00+00:00,0.58,0.69,-0.34,-0.69,-0.06,0.0
2014-04-23 00:00:00+00:00,-0.31,-0.54,0.9,0.2,0.21,0.0
2014-04-24 00:00:00+00:00,0.08,-0.41,-0.17,0.21,-0.17,0.0
2014-04-25 00:00:00+00:00,-1.05,-0.88,0.55,0.83,0.66,0.0
2014-04-28 00:00:00+00:00,0.11,-0.65,-0.59,1.16,0.03,0.0
2014-04-29 00:00:00+00:00,0.56,-0.25,-0.13,-0.56,-0.17,0.0
2014-04-30 00:00:00+00:00,0.35,0.22,-0.03,0.08,0.07,0.0
2014-05-01 00:00:00+00:00,0.04,-0.17,-0.16,-0.49,-0.16,0.0
2014-05-02 00:00:00+00:00,-0.07,0.25,0.43,0.32,0.15,0.0
2014-05-05 00:00:00+00:00,0.13,-0.36,-0.55,0.14,-0.27,0.0
2014-05-06 00:00:00+00:00,-1.03,-0.5,0.13,0.86,0.12,0.0
2014-05-07 00:00:00+00:00,0.45,-0.74,1.1,0.05,0.53,0.0
2014-05-08 00:00:00+00:00,-0.26,-0.97,0.39,0.1,0.23,0.0
2014-05-09 00:00:00+00:00,0.25,0.64,-0.36,-0.14,-0.07,0.0
2014-05-12 00:00:00+00:00,1.2,1.35,-0.26,-0.46,-0.28,0.0
2014-05-13 00:00:00+00:00,-0.05,-1.05,0.21,0.01,0.02,0.0
2014-05-14 00:00:00+00:00,-0.6,-1.12,-0.46,0.16,-0.18,0.0
