Date,Open,High,Low,Close,Volume
2010-01-04,24.413557507591623,24.63109539275344,24.26619261565721,24.322330474853516,1805500
2010-01-05,24.55390425745455,24.652147511087925,24.385485339134558,24.511798858642578,1420800
2010-01-06,24.504782936317806,24.834601908169212,24.483731572813493,24.736358642578125,1365200
2010-01-07,24.315310991265772,24.48372722323728,23.971456945855014,24.048648834228516,2672000
2010-01-08,23.606558232439646,23.66971500656397,23.367966272073133,23.473228454589844,3931400
2010-01-11,23.241652302945905,23.318844211803174,22.806573798484024,22.974992752075195,3967800
2010-01-12,23.143406282441017,23.339892807541062,22.897798126065958,23.01007652282715,3294500
2010-01-13,23.789009326477775,23.8030417839112,23.40304982385446,23.64866065979004,3886900
2010-01-14,23.662694062421398,23.68374542395908,23.304804854713023,23.487258911132812,1596700
2010-01-15,23.269720503931786,23.325861042442394,22.855693401664812,22.967971801757812,2415900
2010-01-19,22.701308744846674,23.03112770388532,22.617100617172508,22.982006072998047,2601200
2010-01-20,23.150425630700756,23.353928388333763,22.90481479270091,23.29779052734375,3867200
2010-01-21,23.655677825116772,23.73988863462051,23.13639121781841,23.276737213134766,3858200
2010-01-22,23.445154089408522,23.473224356769766,22.111847174421808,22.2662296295166,5914300
2010-01-25,22.72938029454946,22.862712737556414,22.483772126265496,22.666223526000977,2939300
2010-01-26,22.855692136923775,23.038146200058765,22.708327246880327,22.715343475341797,3100700
2010-01-27,22.511837730021252,22.904810717824105,22.462713429618187,22.84867286682129,2576800
2010-01-28,23.21358326593061,23.234634629973478,22.139918191963456,22.39956283569336,3183400
2010-01-29,22.680255996783263,22.736396529755556,21.746941051542525,21.929393768310547,3512000
2010-02-01,22.16096485601994,22.462712145615058,22.1399121592494,22.42762565612793,1352700
2010-02-02,22.757451231784366,22.98902427196843,22.50482415018114,22.813589096069336,3560600
2010-02-03,22.820603739966835,23.101298362822867,22.659203729515852,22.90481185913086,2242800
2010-02-04,22.680257717400885,22.69429285170872,21.760977835662867,21.775012969970703,2969300
2010-02-05,21.59958077309338,21.89431194171718,21.12941441691884,21.810102462768555,4185100
2010-02-08,21.49431692237625,21.767996703880463,21.304847951752297,21.459230422973633,2584900
2010-02-09,22.090797856611182,22.476754722680813,21.690805854711765,22.08378028869629,2385500
2010-02-10,22.02763641941419,22.19605399831599,21.70483639446839,22.097810745239258,1350300
2010-02-11,21.704839089384915,22.378509488636386,21.53642148957205,22.167987823486328,3234300
2010-02-12,21.6908035143744,22.23114413934301,21.648699449892092,22.069744110107422,1823300
2010-02-16,21.992553653440236,22.610086219215,21.880275248474675,22.560964584350586,1600700
2010-02-17,22.567977437752482,22.58902879899453,22.182020645723384,22.280263900756836,1237000
2010-02-18,22.30131683650855,22.617099304657277,22.13289925246977,22.518856048583984,1826400
2010-02-19,22.16798659645073,22.476751509784943,22.090794698885166,22.315351486206055,2046700
2010-02-22,22.58201449699058,22.61710099436262,22.441665830574273,22.469736099243164,1160600
2010-02-23,22.32938566103513,22.32938566103513,21.585541000365044,21.634662628173828,3980800
2010-02-24,21.627647594446103,21.90834359941519,21.564490826020045,21.76097869873047,1547900
2010-02-25,21.28379611442339,21.61361377299639,20.918890616556958,21.550457000732422,2338400
2010-02-26,21.43817477847472,21.683784255982612,21.192566639430808,21.634662628173828,2004500
2010-03-01,21.704839893463294,22.153953509602157,21.704839893463294,22.132902145385742,2204400
2010-03-02,22.63815246569756,23.424103930617505,22.631136236960852,23.101301193237305,5666200
2010-03-03,23.40304751578732,23.57146643458834,23.24866640689161,23.381996154785156,4147900
2010-03-04,23.27673672178185,23.38199889297539,22.90481502357359,23.157442092895508,2401200
2010-03-05,23.515326733786104,23.732867287232693,23.374980752907522,23.72585105895996,2072800
2010-03-08,23.929354711692437,24.181981769962423,23.852165490046023,24.11180877685547,3285300
2010-03-09,23.760940175920084,24.055669980598665,23.725853676829054,23.894269943237305,2063200
2010-03-10,23.922343689288954,24.322335726289275,23.88023827810467,24.203041076660156,2069600
2010-03-11,24.02760195561299,24.19601821899414,23.852166786382817,24.19601821899414,916800
2010-03-12,24.17496285915656,24.245135844477666,23.992508814237215,24.167943954467773,1948100
2010-03-15,23.79602100953223,23.79602100953223,23.304802108424887,23.501291275024414,1964700
2010-03-16,23.6556746794798,24.03461524107181,23.571466558101992,23.992509841918945,1446000
2010-03-17,24.224088531716028,24.3925047953974,24.111810130285697,24.217069625854492,1721700
2010-03-18,24.083735490537116,24.132857114941416,23.725848987458974,23.887248992919922,1724700
2010-03-19,23.866198183660696,23.873217089197812,23.403049464551522,23.592519760131836,1037500
2010-03-22,23.24866854668379,24.245138987443287,23.227614506815925,24.210052490234375,2483700
2010-03-23,24.55390405372039,24.904774343458488,24.46267702884868,24.841617584228516,3022800
2010-03-24,24.511796669234975,24.701266931573418,24.29425614352914,24.44162368774414,1585500
2010-03-25,24.771443823189838,25.03810601341691,24.62407893264122,24.652149200439453,1741700
2010-03-26,25.085808692007593,25.25559539102686,24.859428225760592,24.979694366455078,1977000
2010-03-29,25.057511356914745,25.234371271174172,25.015066704640084,25.15655517578125,757800
2010-03-30,24.859429907837235,24.99384517410067,24.60475119140989,24.873579025268555,2106200
2010-03-31,25.036287663728828,25.382934264163442,24.887725991543128,25.043363571166992,2281700
2010-04-01,25.489049502091415,25.538570061263098,25.03628856185428,25.220224380493164,1723700
2010-04-05,25.32633498335763,25.531493097565704,25.17777332769013,25.45367431640625,709900
2010-04-06,25.298036115113145,25.453673673500983,25.206070920309067,25.361705780029297,1223100
2010-04-07,25.262667674112215,25.53856868857287,25.135328329181462,25.39000701904297,927400
2010-04-08,24.774537579675904,25.121181506895727,24.57645533555029,25.092885971069336,1241100
2010-04-09,25.2838945294941,25.46782765290667,25.24144717855206,25.439529418945312,1475000
2010-04-12,25.672987048699735,25.708358493536238,25.32634041249817,25.36878776550293,1405800
2010-04-13,25.15655324214496,25.52442215936882,24.993842457373084,25.460752487182617,2175100
2010-04-14,25.02921634872432,25.078736909866386,24.52693213066191,24.788686752319336,4524100
2010-04-15,24.795758929572433,24.9655456311842,24.668419578030626,24.710866928100586,1561000
2010-04-16,24.484483362228588,24.668416458603136,24.194433253432127,24.477407455444336,2371900
2010-04-19,24.335926115008338,24.583528923984055,24.286405553213193,24.569379806518555,2785500
2010-04-20,25.0362895150011,25.524424614945676,25.022140397746515,25.347564697265625,3186900
2010-04-21,25.46782460769673,25.5102719535633,24.937244928369715,25.128253936767578,2523400
2010-04-22,24.54108025417202,25.262669014166885,24.434965926879528,25.248519897460938,2522900
2010-04-23,24.930175768685704,25.248521469046576,24.930175768685704,25.213150024414062,1670200
2010-04-26,25.26266950513603,25.425380302414528,25.121181033994866,25.15655517578125,1244500
2010-04-27,24.70378798408142,24.873574664824723,23.7416724554285,23.79119300842285,4009900
2010-04-28,23.78411999305637,23.861938785413017,23.13327681819727,23.359657287597656,3737900
2010-04-29,23.494069179827132,23.628484435045298,23.352580715808635,23.571887969970703,2675200
2010-04-30,23.65678061767117,23.65678061767117,23.055458002437053,23.104978561401367,2366500
2010-05-03,23.140348288812337,23.678003887248682,23.11912596473412,23.543588638305664,1267900
2010-05-04,22.85737616590856,22.892747608834156,22.524878665338097,22.8078556060791,2601000
2010-05-05,21.874033806351516,22.517803773264564,21.85281013131017,22.100414276123047,3724700
2010-05-06,21.852807256827568,22.326791809064815,19.93564672496282,21.527385711669922,5877000
2010-05-07,21.583981964358696,21.668873959183763,20.494524352543518,20.94728660583496,4402700
2010-05-10,22.447054219506036,22.461203332847134,21.973069717248986,22.340938568115234,2790000
2010-05-11,21.668877198574364,22.30557400161507,21.63350575366505,21.810365676879883,1987900
2010-05-12,22.248978280711498,22.694666030831947,22.192383160780945,22.482433319091797,1725800
2010-05-13,21.90940529009756,22.185307668819537,21.598132818241332,21.654727935791016,1724700
2010-05-14,21.42834680557449,21.435420014383052,20.74920406656266,21.166593551635742,2656700
2010-05-17,21.25855971261358,21.513238403663177,20.763352795869768,21.322229385375977,2857200
2010-05-18,21.223186269979177,21.39297159821895,20.14787784179344,20.176176071166992,5120400
2010-05-19,20.367184431510513,20.51574608305239,19.94979500670171,20.38840675354004,4090600
2010-05-20,19.560705351287417,20.515749114411292,19.355548561796983,19.857830047607422,4589100
2010-05-21,19.64559738105855,20.522822294793894,19.525332598971147,20.445003509521484,5342800
2010-05-24,20.070064332641223,20.289370255817083,19.815385615834344,19.822460174560547,3721300
2010-05-25,18.938160302398668,19.680971416661535,18.867416065484562,19.62437629699707,3950700
2010-05-26,19.744641097902033,20.23984940704069,19.405070379864487,19.48288917541504,4716200
2010-05-27,20.154956551881092,20.48745271952504,20.013469423862745,20.466230392456055,3707900
2010-05-28,20.416710729221958,20.430858498112897,19.857832703337333,19.992246627807617,2732400
2010-06-01,19.985170703967075,20.621866137943453,19.86490590593444,19.87905502319336,2255300
2010-06-02,20.268145132631627,20.727980622332854,20.084210666884335,20.71383285522461,2026000
2010-06-03,21.10999746369706,21.152443461263754,20.791649108612024,21.03925323486328,2542000
2010-06-04,20.67138625906677,20.805800171497598,19.652674126119436,19.780012130737305,5094800
2010-06-07,19.893202980127654,19.978094980061435,19.150390559370003,19.19991111755371,2247300
2010-06-08,19.3838464341497,19.680971145629883,19.093796281196905,19.680971145629883,4033500
2010-06-09,19.956870722046407,20.28229364383741,19.546555802803123,19.617300033569336,2026100
2010-06-10,20.720906173526757,20.805798168432414,20.30351670879447,20.64308738708496,2647500
2010-06-11,20.742127305779835,21.01095508931388,20.58649109117276,20.8270206451416,1852600
2010-06-14,21.612278053898606,21.683022279882017,21.23026139252239,21.25855827331543,2861700
2010-06-15,21.711323878568468,21.916480681483623,21.591059080537487,21.8811092376709,3138700
2010-06-16,21.52738559216333,21.817435697961958,21.43541769559273,21.626426696777344,2485000
2010-06-17,21.888185428887276,21.94478055280938,21.42127531919637,21.937705993652344,3214700
2010-06-18,21.838663639805116,22.050895005281365,21.76084484277457,21.866960525512695,1383600
2010-06-21,22.19238271077337,22.22067959549781,21.598133288885435,21.732545852661133,1083800
2010-06-22,21.767917500413404,21.92355373154774,21.081700203259015,21.166593551635742,2990500
2010-06-23,21.456642743165418,21.62642808310203,21.025104160826146,21.29393196105957,2854800
2010-06-24,21.109998880175958,21.16659399717372,20.720907619483093,20.84824562072754,1531800
2010-06-25,20.86947235682916,21.039257732727325,20.572347611673816,20.96851348876953,1849200
2010-06-28,20.727981364987315,20.96143639731286,20.52989912503477,20.735055923461914,2437700
2010-06-29,20.041761709315814,20.04883626649295,19.44751239977494,19.631446838378906,2773100
2010-06-30,19.78001204344422,19.992244748872167,19.3979953326084,19.433366775512695,2051800
2010-07-01,19.71634095835727,19.850753502060556,19.263578726372632,19.76586151123047,3746900
2010-07-02,20.154956474087484,20.246924388811852,19.617302151291092,19.864906311035156,2679000
2010-07-06,20.671386296340454,20.798725650522,20.062989108733387,20.289369583129883,3957100
2010-07-07,20.338894278785894,20.940218379503822,20.31059603906536,20.926069259643555,2863600
2010-07-08,21.152442609007252,21.272707388378887,20.83409561608272,21.25855827331543,3101600
2010-07-09,21.046329521132144,21.442495346069336,20.954362960629137,21.442495346069336,2633600
2010-07-12,21.010960892574914,21.4920187840477,20.982662655193693,21.4283504486084,3378100
2010-07-13,21.739621174509928,22.213605816960172,21.739621174509928,22.121639251708984,2142300
2010-07-14,22.800779815178906,22.956417403251127,22.418763102154667,22.595623016357422,9217900
2010-07-15,22.51780592211999,22.574401044963697,22.050895821325863,22.348020553588867,4827100
2010-07-16,22.093336950853544,22.128709738159102,21.803286841617275,21.87403106689453,4266700
2010-07-19,21.980150304686205,22.213605341533288,21.774993502285596,22.1853084564209,3356700
2010-07-20,21.555686287390674,21.902331564224898,21.492016609060503,21.8811092376709,2694900
2010-07-21,21.980145797334398,22.065039133931116,21.57690548450107,21.69717025756836,4428400
2010-07-22,22.050894072582217,22.56025013778116,22.050894072582217,22.390464782714844,2697100
2010-07-23,22.227751478277458,22.715885162353516,22.107486696674194,22.715885162353516,2716500
2010-07-26,22.425837545679176,22.8078556060791,22.348018752041995,22.8078556060791,2447500
2010-07-27,22.772481581226113,22.779557489048376,22.475358220726186,22.595623016357422,1669000
2010-07-28,22.539029527013902,22.814930581326735,22.468285286352256,22.652219772338867,3178200
2010-07-29,23.196943430142397,23.239388075881546,22.447056537627518,22.630990982055664,4142700
2010-07-30,22.411683244045015,22.814923537180857,22.284343920037117,22.772476196289062,3088400
2010-08-02,23.218168819555398,23.42332696328327,23.034235700168107,23.359657287597656,2200200
2010-08-03,23.444547016936326,23.479918455852015,23.161572806943006,23.35257911682129,3536900
2010-08-04,23.486992921361026,23.515291150223945,23.041305262106818,23.26061248779297,3117800
2010-08-05,23.126202123140754,23.21109682761837,22.871526105712533,23.034236907958984,1056000
2010-08-06,22.73711096795824,23.06960848236842,22.447060806026453,22.680517196655273,2413900
2010-08-09,22.715884283354185,22.928115607696327,22.616841829238513,22.821998596191406,1106900
2010-08-10,22.326791827111666,22.348015499378437,21.78206439893644,21.973072052001953,4156800
2010-08-11,20.699682047385767,20.706756605028826,20.353036818879378,20.402557373046875,5863700
2010-08-12,19.744638307501955,20.275217985452027,19.723414634623747,20.147878646850586,5592100
2010-08-13,19.815380441770106,20.105430527137884,19.801231328012225,19.850751876831055,4404100
2010-08-16,19.758786003371096,20.11958032037936,19.723413217781776,20.08420753479004,3501500
2010-08-17,20.452078254496456,20.501598809456404,20.246921476900408,20.29644203186035,3063800
2010-08-18,20.416708666406425,20.487451551716113,20.21862507927079,20.345964431762695,1013100
2010-08-19,20.607713356469198,20.664308466107723,20.360110595134298,20.572341918945312,2993300
2010-08-20,19.893204407566266,20.077137537065603,19.808311052206943,19.963947296142578,2608600
2010-08-23,19.794160614279935,19.971020522590514,19.482888147173806,19.54655647277832,1827300
2010-08-24,18.641034745229334,18.88863888858293,18.55614139489832,18.747150421142578,4234600
2010-08-25,18.598585682249492,19.00890055106238,18.450022680966416,18.931081771850586,2556200
2010-08-26,18.8957111172984,19.001828137040626,18.556140432258367,18.619810104370117,1513700
2010-08-27,18.556141844146797,18.655184313486494,17.79918162848302,18.428802490234375,6118400
2010-08-30,18.174124568314554,18.322686243717342,18.00433921813965,18.00433921813965,2089200
2010-08-31,17.572802472843126,17.93359688621641,17.431313991363112,17.494983673095703,3879700
2010-09-01,18.12460067832298,18.584436085856712,17.990186794807844,18.3863525390625,3168700
2010-09-02,18.72592443878375,18.86033833135595,18.556139108377007,18.76129722595215,2174500
2010-09-03,19.051348135848574,19.199909800206562,18.78959489712184,19.037199020385742,2415500
2010-09-07,18.775449177825198,18.85326662268632,18.365132880675347,18.379281997680664,1774200
2010-09-08,18.287312278054266,18.563213265346477,18.22364261185855,18.47124671936035,1879200
2010-09-09,18.98060386219066,18.994752977619438,18.72592518180824,18.782520294189453,1405500
2010-09-10,18.86741754205568,18.94523634368473,18.61273880896729,18.733003616333008,1421800
2010-09-13,19.362625315174256,19.539485241384224,19.35555075620576,19.497037887573242,1677700
2010-09-14,19.567782526393273,20.105436874940217,19.497038284601853,19.992246627807617,2913400
2010-09-15,19.7658647158312,20.00639431106948,19.680971361903655,19.92857551574707,1657600
2010-09-16,19.8719790577298,20.098359520509575,19.801234825777623,20.0700626373291,1474200
2010-09-17,20.140803284450055,20.239845737923638,20.034687622966928,20.176176071166992,1851500
2010-09-20,20.310592659789478,20.61479193950084,20.28229577411132,20.565271377563477,1816800
2010-09-21,20.947289313556894,20.947289313556894,20.452080998840508,20.6643123626709,1911400
2010-09-22,20.522824343705,20.579419461553176,20.16910451982039,20.345964431762695,3075400
2010-09-23,19.978091676783528,20.31058776199329,19.942720240881947,20.09128189086914,2747600
2010-09-24,20.466228784486976,20.812874042498137,20.40255910961411,20.80579948425293,1833400
2010-09-27,20.84824616029402,20.84824616029402,20.551121451032476,20.593568801879883,1009800
2010-09-28,20.834097351001542,21.258560043580555,20.508674424112442,21.216114044189453,1749300
2010-09-29,21.470794539513374,21.82451437921101,21.371752066850842,21.569835662841797,3102000
2010-09-30,21.569839002331406,21.67595470080294,21.010962270736357,21.032184600830078,2285500
2010-10-01,21.32222978277008,21.400048573004245,20.996808204216283,21.166593551635742,1139600
2010-10-04,21.661802724038207,21.6688759331397,20.890693395906602,21.088775634765625,3012000
2010-10-05,21.244413108267764,21.534463255906388,21.216114874676656,21.442495346069336,2903800
2010-10-06,21.301010617903273,21.315158386953367,20.86947195252181,20.982662200927734,2379200
2010-10-07,21.01095755904195,21.039254442599454,20.727980627462845,20.85531997680664,1204900
2010-10-08,20.77042757443121,20.961435245412652,20.62186455329677,20.869468688964844,3160600
2010-10-11,21.159521711822222,21.31515796295089,21.067555142822137,21.13829803466797,880400
2010-10-12,21.71132003597068,21.71132003597068,21.37174802853119,21.626426696777344,3161900
2010-10-13,22.680516723312497,23.23231880067436,22.652218488917487,22.744186401367188,6018000
2010-10-14,22.73003477079731,22.991786663337535,22.701736539531375,22.935190200805664,2951100
2010-10-15,23.23231813579134,23.27476548616906,22.97056622179896,23.211095809936523,2101300
2010-10-18,23.211096298701147,23.4445499840243,23.119128386946866,23.4021053314209,1817000
2010-10-19,22.906893466222357,23.28183556548425,22.531950017626603,22.673437118530273,4151700
2010-10-20,22.87859733964633,23.23231714842338,22.864448223455092,23.112051010131836,1536700
2010-10-21,22.921046165532708,22.98471584316295,22.482432980672613,22.58854866027832,3113400
2010-10-22,22.737108395535607,22.906895087571687,22.616843609121528,22.892745971679688,2065500
